,numeroMuseo,numeroCampo,familia,genero,especie,localidad,latitud,longitud,fechaInicioColeccion,colector,altitudMax,altitudMin,year,5years,decade,institutionCode,scientificName,catalogNumber,Locacion,Elevation,geometry,elevation,elev_category
45,INABIOEC117957.0,1382,Moraceae,,,,0.8333333,-78.1833333,1994-08-18,"Milton Tirado; Milton Tirado, Patricio Fuentes, Zurita, Rubén & L. Chamorro",,,1994.0,1990.0,1990.0,INABIOEC,Ficus cuatrecasana,117957.0,,,POINT (-78.1833333 0.8333333),[2228.],2001-2500
46,INABIOEC55733.0,12240,Moraceae,,,,0.0833,-78.6667,1991-07-09,"Hendrik Hessel Van der Werff; H. van der Werff, Bruce Gray & Galo A. Tipaz",,,1991.0,1990.0,1990.0,INABIOEC,Ficus cuatrecasana,55733.0,,,POINT (-78.6667 0.0833),[1319.],1001-1500
114,INABIOEC105677.0,1086,Meliaceae,Guarea,kunthiana,,-0.81666,-78.9,1994-07-17,"Milton Tirado; Milton Tirado, P. Asimbaya & John L. Clark",,,1994.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,105677.0,,,POINT (-78.9 -0.81666),[3183.],3000-3500
115,INABIOEC51239.0,12420,Meliaceae,Guarea,kunthiana,,-1.95,-79.1,1991-07-18,"Hendrik Hessel Van der Werff; H. van der Werff, Bruce Gray & Galo A. Tipaz",,,1991.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,51239.0,,,POINT (-79.1 -1.95),[2009.],2001-2500
116,INABIOEC51207.0,12437,Meliaceae,Guarea,kunthiana,,-1.95,-79.1,1991-07-18,"Hendrik Hessel Van der Werff; H. van der Werff, Bruce Gray & Galo A. Tipaz",,,1991.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,51207.0,,,POINT (-79.1 -1.95),[2009.],2001-2500
117,INABIOEC51243.0,12424,Meliaceae,Guarea,kunthiana,,-1.95,-79.1,1991-07-18,"Hendrik Hessel Van der Werff; H. van der Werff, Bruce Gray & Galo A. Tipaz",,,1991.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,51243.0,,,POINT (-79.1 -1.95),[2009.],2001-2500
118,INABIOEC53765.0,12215,Meliaceae,Guarea,kunthiana,,-0.2,-78.7667,1991-07-05,"Hendrik Hessel Van der Werff; H. van der Werff, Bruce Gray, Galo A. Tipaz & Jorge Campaña",,,1991.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,53765.0,,,POINT (-78.7667 -0.2),[2395.],2001-2500
119,INABIOEC82130.0,12489,Meliaceae,Guarea,kunthiana,,-1.95,-79.1167,1991-07-19,"Hendrik Hessel Van der Werff; H. van der Werff, Bruce Gray & Galo A. Tipaz",,,1991.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,82130.0,,,POINT (-79.1167 -1.95),[1730.],1501-2000
120,INABIOEC51162.0,12041,Meliaceae,Guarea,kunthiana,,0.88333,-78.5,1991-06-26,"Hendrik Hessel Van der Werff; H. van der Werff, Bruce Gray & Galo A. Tipaz",,,1991.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,51162.0,,,POINT (-78.5 0.88333),[662.],501-1000
121,INABIOEC102039.0,13014,Meliaceae,Guarea,kunthiana,,-4.3333,-78.6667,1994-02-14,"Hendrik Hessel Van der Werff; H. van der Werff, Bruce Gray, Efraín Freire & Milton Tirado",,,1994.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,102039.0,,,POINT (-78.6667 -4.3333),[902.],501-1000
122,INABIOEC193009.0,19036,Meliaceae,Guarea,kunthiana,,-3.6253,-78.4406,2004-10-29,"Hendrik Hessel Van der Werff; H. van der Werff, Bruce Gray, Juan C. Ronquillo & Wilson Quizhpe",,,2004.0,2000.0,2000.0,INABIOEC,Guarea kunthiana,193009.0,,,POINT (-78.4406 -3.6253),[1439.],1001-1500
125,INABIOEC73068.0,1190,Meliaceae,Guarea,kunthiana,,1.0333,-78.2667,1993-02-18,Carlos Aulestia; C. Aulestia & Armando Grijalva,,,1993.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,73068.0,,,POINT (-78.2667 1.0333),[1029.],1001-1500
126,INABIOEC73145.0,1218,Meliaceae,Guarea,kunthiana,,1.0333,-78.2667,1993-02-25,Carlos Aulestia; C. Aulestia & Armando Grijalva,,,1993.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,73145.0,,,POINT (-78.2667 1.0333),[1029.],1001-1500
127,INABIOEC71569.0,1127,Meliaceae,Guarea,kunthiana,,1.0333,-78.2667,1993-02-18,Carlos Aulestia; C. Aulestia & Armando Grijalva,,,1993.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,71569.0,,,POINT (-78.2667 1.0333),[1029.],1001-1500
128,INABIOEC73272.0,1403,Meliaceae,Guarea,kunthiana,,0.86666,-78.43333,1993-03-22,Carlos Aulestia; C. Aulestia & Milton Aulestia,,,1993.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,73272.0,,,POINT (-78.43333 0.86666),[610.],501-1000
129,INABIOEC75893.0,300,Meliaceae,Guarea,kunthiana,,-0.55,-76.5,1993-08-11,Milton Eduardo Aulestia; Milton Aulestia,,,1993.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,75893.0,,,POINT (-76.5 -0.55),[289.],0-500
130,INABIOEC84550.0,1854,Meliaceae,Guarea,kunthiana,,-0.9167,-76.15,1994-03-16,Milton Eduardo Aulestia; Milton Aulestia,,,1994.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,84550.0,,,POINT (-76.15 -0.9167),[235.],0-500
131,INABIOEC75864.0,1205,Meliaceae,Guarea,kunthiana,,-0.8,-76.3833,1993-10-26,"Milton Eduardo Aulestia; Milton Aulestia, J. Andi & N. Ima",,,1993.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,75864.0,,,POINT (-76.3833 -0.8),[306.],0-500
132,INABIOEC88251.0,2584,Meliaceae,Guarea,kunthiana,,-0.65,-76.4333,1994-08-08,Milton Eduardo Aulestia; Milton Aulestia,,,1994.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,88251.0,,,POINT (-76.4333 -0.65),[235.],0-500
133,INABIOEC17802.0,5527,Meliaceae,Guarea,kunthiana,,-1.0667,-77.6,1988-11-17,Carlos Eduardo Cerón Martínez; Carlos E. Cerón & Carlos Iguago,,,1988.0,1985.0,1980.0,INABIOEC,Guarea kunthiana,17802.0,,,POINT (-77.6 -1.0667),[404.],0-500
134,INABIOEC48268.0,8655,Meliaceae,Guarea,kunthiana,,-0.2,-78.7833,1990-02-08,Carlos Eduardo Cerón Martínez; Carlos E. Cerón & Carlos Iguago,,,1990.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,48268.0,,,POINT (-78.7833 -0.2),[2069.],2001-2500
135,INABIOEC17887.0,5115,Meliaceae,Guarea,kunthiana,,-0.9666667,-75.6833333,1988-09-29,Carlos Eduardo Cerón Martínez; Carlos E. Cerón & Nelson Gallo,,,1988.0,1985.0,1980.0,INABIOEC,Guarea kunthiana,17887.0,,,POINT (-75.6833333 -0.9666667),[206.],0-500
137,INABIOEC182750.0,8,Meliaceae,Guarea,kunthiana,,-0.8275,-77.5630556,2003-02-25,Jimmy Cevallos; Jimmy Cevallos,,,2003.0,2000.0,2000.0,INABIOEC,Guarea kunthiana,182750.0,,,POINT (-77.5630556 -0.8275),[1165.],1001-1500
138,INABIOEC103115.0,831,Meliaceae,Guarea,kunthiana,,0.35,-79.73333,1995-05-11,John Littner Clark; John L. Clark & Claire Watt,,,1995.0,1995.0,1990.0,INABIOEC,Guarea kunthiana,103115.0,,,POINT (-79.73333 0.35),[505.],501-1000
139,INABIOEC129438.0,4671,Meliaceae,Guarea,kunthiana,,0.4167,-79.75,1998-03-16,John Littner Clark; John L. Clark,,,1998.0,1995.0,1990.0,INABIOEC,Guarea kunthiana,129438.0,,,POINT (-79.75 0.4167),[265.],0-500
140,INABIOEC102874.0,607,Meliaceae,Guarea,kunthiana,,0.35,-79.73333,1995-04-04,John Littner Clark; John L. Clark & Yvonne Troya,,,1995.0,1995.0,1990.0,INABIOEC,Guarea kunthiana,102874.0,,,POINT (-79.73333 0.35),[505.],501-1000
141,INABIOEC103165.0,1026,Meliaceae,Guarea,kunthiana,,-0.5,-76.43333,1995-06-07,"John Littner Clark; John L. Clark, Demattia, Liz & Tim Miller",,,1995.0,1995.0,1990.0,INABIOEC,Guarea kunthiana,103165.0,,,POINT (-76.43333 -0.5),[248.],0-500
142,INABIOEC71076.0,72520,Meliaceae,Guarea,kunthiana,,-0.0833,-76.9,1992-02-29,Thomas Bernard Croat; Thomas B. Croat,,,1992.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,71076.0,,,POINT (-76.9 -0.0833),[314.],0-500
143,INABIOEC87018.0,1499,Meliaceae,Guarea,kunthiana,,-0.9333,-76.2167,1994-07-24,Alberto Dik; A. Dik,,,1994.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,87018.0,,,POINT (-76.2167 -0.9333),[224.],0-500
144,INABIOEC49000.0,367,Meliaceae,Guarea,kunthiana,,-1.7833,-76.8,1990-10-01,Severo Espinoza; Severo Espinoza & Tiro Coba,,,1990.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,49000.0,,,POINT (-76.8 -1.7833),[264.],0-500
145,INABIOEC74257.0,660,Meliaceae,Guarea,kunthiana,,-1.6667,-76.95,1990-11-13,Severo Espinoza; Severo Espinoza & Tiro Coba,,,1990.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,74257.0,,,POINT (-76.95 -1.6667),[332.],0-500
146,INABIOEC179280.0,5372,Meliaceae,Guarea,kunthiana,,-0.3408,-76.3422,,Efraín Liborio Freire Mayorga; Efraín Freire & F. Chávez,,,,,,INABIOEC,Guarea kunthiana,179280.0,,,POINT (-76.3422 -0.3408),[276.],0-500
147,INABIOEC141930.0,1267,Meliaceae,Guarea,kunthiana,,0.0167,-78.65,1996-09-12,Efraín Liborio Freire Mayorga; Efraín Freire & M. Reina,,,1996.0,1995.0,1990.0,INABIOEC,Guarea kunthiana,141930.0,,,POINT (-78.65 0.0167),[2005.],2001-2500
148,INABIOEC75347.0,447,Meliaceae,Guarea,kunthiana,,-0.41666,-76.6,1994-01-14,"Armando Grijalva; Armando Grijalva, Guillermo Grefa & Nestor Andi",,,1994.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,75347.0,,,POINT (-76.6 -0.41666),[237.],0-500
149,INABIOEC74485.0,70,Meliaceae,Guarea,kunthiana,,-0.4166667,-76.6166667,1992-09-01,Armando Grijalva; Armando Grijalva & Guillermo Grefa,,,1992.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,74485.0,,,POINT (-76.6166667 -0.4166667),[244.],0-500
150,INABIOEC82925.0,1789,Meliaceae,Guarea,kunthiana,,-0.41666,-76.61666,1992-09-14,Edgar Gudiño Jara; Edgar Gudiño & Guillermo Grefa,,,1992.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,82925.0,,,POINT (-76.61666 -0.41666),[246.],0-500
151,INABIOEC83034.0,1817,Meliaceae,Guarea,kunthiana,,-0.41666,-76.61666,1992-09-17,Edgar Gudiño Jara; Edgar Gudiño & Guillermo Grefa,,,1992.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,83034.0,,,POINT (-76.61666 -0.41666),[246.],0-500
152,INABIOEC83186.0,2103,Meliaceae,Guarea,kunthiana,,-0.41666,-76.61666,1992-12-13,"Edgar Gudiño Jara; Edgar Gudiño, Nestor Andi & Guillermo Grefa",,,1992.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,83186.0,,,POINT (-76.61666 -0.41666),[246.],0-500
153,INABIOEC42444.0,604,Meliaceae,Guarea,kunthiana,,-1.7167,-76.8167,1990-08-01,Edgar Gudiño Jara; Edgar Gudiño,,,1990.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,42444.0,,,POINT (-76.8167 -1.7167),[300.],0-500
154,INABIOEC45068.0,616,Meliaceae,Guarea,kunthiana,,-1.7167,-76.8167,1990-08-01,Edgar Gudiño Jara; Edgar Gudiño,,,1990.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,45068.0,,,POINT (-76.8167 -1.7167),[300.],0-500
155,INABIOEC82580.0,3123,Meliaceae,Guarea,kunthiana,,-0.55,-76.5167,1993-04-01,Fernando Hurtado; Fernando Hurtado,,,1993.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,82580.0,,,POINT (-76.5167 -0.55),[270.],0-500
156,INABIOEC40000.0,112,Meliaceae,Guarea,kunthiana,,-1.0667,-77.6167,1988-07-07,Fernando Hurtado; Fernando Hurtado,,,1988.0,1985.0,1980.0,INABIOEC,Guarea kunthiana,40000.0,,,POINT (-77.6167 -1.0667),[439.],0-500
157,INABIOEC94502.0,1120,Meliaceae,Guarea,kunthiana,,-4.0947,-79.2344,1994-12-01,"Peter Møller Jørgensen; P.M. Jørgensen, Carmen Ulloa, Homero Vargas L. & Pablo Lozano",,,1994.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,94502.0,,,POINT (-79.2344 -4.0947),[2725.],2500-3000
158,INABIOEC199228.0,498,Meliaceae,Guarea,kunthiana,,-3.0608,-78.0597,2006-05-06,Camilo Kajekai; Camilo Kajekai,,,2006.0,2005.0,2000.0,INABIOEC,Guarea kunthiana,199228.0,,,POINT (-78.0597 -3.0608),[537.],501-1000
159,INABIOEC203465.0,242,Meliaceae,Guarea,kunthiana,,-3.0086,-78.08,2005-10-22,Camilo Kajekai; Camilo Kajekai & Grupo Shuar,,,2005.0,2005.0,2000.0,INABIOEC,Guarea kunthiana,203465.0,,,POINT (-78.08 -3.0086),[626.],501-1000
160,INABIOEC53641.0,47470,Meliaceae,Guarea,kunthiana,,-0.55,-76.36666,1986-02-01,Jørgen Korning; J. Korning & Karsten Thomsen,,,1986.0,1985.0,1980.0,INABIOEC,Guarea kunthiana,53641.0,,,POINT (-76.36666 -0.55),[270.],0-500
161,INABIOEC14304.0,6704,Meliaceae,Guarea,kunthiana,,-1.4833,-76.65,1985-08-20,David A. Neill; David Neill & Walter A. Palacios,,,1985.0,1985.0,1980.0,INABIOEC,Guarea kunthiana,14304.0,,,POINT (-76.65 -1.4833),[225.],0-500
162,INABIOEC631.0,6814,Meliaceae,Guarea,kunthiana,,-1.5,-76.5,1985-09-02,David A. Neill; David Neill & Walter A. Palacios,,,1985.0,1985.0,1980.0,INABIOEC,Guarea kunthiana,631.0,,,POINT (-76.5 -1.5),[244.],0-500
163,INABIOEC68452.0,10464,Meliaceae,Guarea,kunthiana,,-1.0667,-77.6,,"Walter Armando Palacios Cuenca; Walter A. Palacios, Galo A. Tipaz & C. Aulestia",,,,,,INABIOEC,Guarea kunthiana,68452.0,,,POINT (-77.6 -1.0667),[404.],0-500
165,INABIOEC9617.0,9617,Meliaceae,Guarea,kunthiana,,-0.5667,-77.8667,1992-01-13,"Walter Armando Palacios Cuenca; Walter A. Palacios, Daniel Rubio & Aída Alvarez",,,1992.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,9617.0,,,POINT (-77.8667 -0.5667),[2032.],2001-2500
166,INABIOEC70619.0,9676,Meliaceae,Guarea,kunthiana,,0.85,-78.21666,1992-02-10,"Walter Armando Palacios Cuenca; Walter A. Palacios, Galo A. Tipaz, Edgar Gudiño & S. Bibiana Cuamacás",,,1992.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,70619.0,,,POINT (-78.21666 0.85),[2219.],2001-2500
167,INABIOEC17800.0,3527,Meliaceae,Guarea,kunthiana,,-0.75,-77.48333,1989-01-11,"Walter Armando Palacios Cuenca; Walter A. Palacios, Carlos Iguago & Fernando Hurtado",,,1989.0,1985.0,1980.0,INABIOEC,Guarea kunthiana,17800.0,,,POINT (-77.48333 -0.75),[644.],501-1000
168,INABIOEC27748.0,3498,Meliaceae,Guarea,kunthiana,,-1.25,-76.9167,1989-01-09,Walter Armando Palacios Cuenca; Walter A. Palacios,,,1989.0,1985.0,1980.0,INABIOEC,Guarea kunthiana,27748.0,,,POINT (-76.9167 -1.25),[339.],0-500
169,INABIOEC99416.0,12380,Meliaceae,Guarea,kunthiana,,-1.0667,-77.6,,Walter Armando Palacios Cuenca; Walter A. Palacios,,,,,,INABIOEC,Guarea kunthiana,99416.0,,,POINT (-77.6 -1.0667),[404.],0-500
170,INABIOEC72060.0,10922,Meliaceae,Guarea,kunthiana,,-0.51666,-77.25,,Walter Armando Palacios Cuenca; Walter A. Palacios,,,,,,INABIOEC,Guarea kunthiana,72060.0,,,POINT (-77.25 -0.51666),[342.],0-500
171,INABIOEC72058.0,10923,Meliaceae,Guarea,kunthiana,,-0.51666,-77.25,,Walter Armando Palacios Cuenca; Walter A. Palacios,,,,,,INABIOEC,Guarea kunthiana,72058.0,,,POINT (-77.25 -0.51666),[342.],0-500
172,INABIOEC72047.0,10937,Meliaceae,Guarea,kunthiana,,-0.51666,-77.25,,Walter Armando Palacios Cuenca; Walter A. Palacios,,,,,,INABIOEC,Guarea kunthiana,72047.0,,,POINT (-77.25 -0.51666),[342.],0-500
173,INABIOEC72249.0,10938,Meliaceae,Guarea,kunthiana,,-0.51666,-77.25,,Walter Armando Palacios Cuenca; Walter A. Palacios,,,,,,INABIOEC,Guarea kunthiana,72249.0,,,POINT (-77.25 -0.51666),[342.],0-500
174,INABIOEC72383.0,10946,Meliaceae,Guarea,kunthiana,,-0.51666,-77.25,,Walter Armando Palacios Cuenca; Walter A. Palacios,,,,,,INABIOEC,Guarea kunthiana,72383.0,,,POINT (-77.25 -0.51666),[342.],0-500
175,INABIOEC9893.0,497,Meliaceae,Guarea,kunthiana,,-1.0667,-77.6,1985-05-22,Walter Armando Palacios Cuenca; Walter A. Palacios,,,1985.0,1985.0,1980.0,INABIOEC,Guarea kunthiana,9893.0,,,POINT (-77.6 -1.0667),[404.],0-500
176,INABIOEC99487.0,12727,Meliaceae,Guarea,kunthiana,,0.85,-78.1167,1994-08-20,Walter Armando Palacios Cuenca; Walter A. Palacios,,,1994.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,99487.0,,,POINT (-78.1167 0.85),[2399.],2001-2500
177,INABIOEC87214.0,205,Meliaceae,Guarea,kunthiana,,-0.6,-76.4833,1994-06-08,Nigel Pitman; N. Pitman & Milton Aulestia,,,1994.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,87214.0,,,POINT (-76.4833 -0.6),[241.],0-500
178,INABIOEC65595.0,455,Meliaceae,Guarea,kunthiana,,0.9667,-78.5667,1992-04-13,"Carlos Quelal; Carlos Quelal, Galo A. Tipaz & Armando Grijalva",,,1992.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,65595.0,,,POINT (-78.5667 0.9667),[646.],501-1000
179,INABIOEC65035.0,527,Meliaceae,Guarea,kunthiana,,0.8333,-78.5,1992-05-13,Carlos Quelal; Carlos Quelal & James L. Luteyn,,,1992.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,65035.0,,,POINT (-78.5 0.8333),[1368.],1001-1500
180,INABIOEC179120.0,425,Meliaceae,Guarea,kunthiana,,-4.4336,-78.6483,2002-10-29,"Wilson Quizhpe; Wilson Quizhpe, O. Jadán, Carlos Chimbo & R. Wampach",,,2002.0,2000.0,2000.0,INABIOEC,Guarea kunthiana,179120.0,,,POINT (-78.6483 -4.4336),[953.],501-1000
181,INABIOEC85406.0,1068,Meliaceae,Guarea,kunthiana,,1.0333,-78.2667,1992-05-23,"Galo A. Tipaz; Galo A. Tipaz, Carlos Quelal & Cantincuz, Gonzalo",,,1992.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,85406.0,,,POINT (-78.2667 1.0333),[1029.],1001-1500
182,INABIOEC109443.0,2137,Meliaceae,Guarea,kunthiana,,1.1667,-78.5333,1992-10-19,"Galo A. Tipaz; Galo A. Tipaz, C. Aulestia & Llanos, A.",,,1992.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,109443.0,,,POINT (-78.5333 1.1667),[325.],0-500
183,INABIOEC109642.0,2323,Meliaceae,Guarea,kunthiana,,0.75,-78.7833,1992-11-22,"Galo A. Tipaz; Galo A. Tipaz, P. Méndez, Homero Vargas L. & M. Chapiro",,,1992.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,109642.0,,,POINT (-78.7833 0.75),[425.],0-500
184,INABIOEC109784.0,1466,Meliaceae,Guarea,kunthiana,,0.816667,-78.75,,"Milton Tirado; Milton Tirado, P. Asimbaya, Zurita, Rubén & Homero Vargas L.",,,,,,INABIOEC,Guarea kunthiana,109784.0,,,POINT (-78.75 0.816667),[432.],0-500
185,INABIOEC120599.0,1223,Meliaceae,Guarea,kunthiana,,0.83333,-78.18333,1994-08-18,"Milton Tirado; Milton Tirado, Patricio Fuentes, Zurita, Rubén & L. Chamorro",,,1994.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,120599.0,,,POINT (-78.18333 0.83333),[2228.],2001-2500
188,INABIOEC110003.0,1086,Meliaceae,Guarea,kunthiana,,-0.81666,-78.9,,"Milton Tirado; Milton Tirado, P. Asimbaya & John L. Clark",,,,,,INABIOEC,Guarea kunthiana,110003.0,,,POINT (-78.9 -0.81666),[3183.],3000-3500
189,INABIOEC176138.0,8665,Meliaceae,Guarea,kunthiana,,-2.5333,-77.8833,2002-01-20,Germán Toasa; Germán Toasa & Milton Tirado,,,2002.0,2000.0,2000.0,INABIOEC,Guarea kunthiana,176138.0,,,POINT (-77.8833 -2.5333),[594.],501-1000
190,INABIOEC136325.0,3007,Meliaceae,Guarea,kunthiana,,-0.6,-77.9333,1998-11-13,"José Homero Vargas López; Homero Vargas L., Edwin Narváez & Alina Freire",,,1998.0,1995.0,1990.0,INABIOEC,Guarea kunthiana,136325.0,,,POINT (-77.9333 -0.6),[2612.],2500-3000
191,INABIOEC47453.0,5030,Meliaceae,Guarea,kunthiana,,-1.5333,-76.85,1990-02-21,Vlastimil Zak; Vlastimil Zak & Severo Espinoza,,,1990.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,47453.0,,,POINT (-76.85 -1.5333),[310.],0-500
192,INABIOEC21144.0,4492,Meliaceae,Guarea,kunthiana,,-1.8167,-76.7,1989-07-02,Vlastimil Zak; Vlastimil Zak & Severo Espinoza,,,1989.0,1985.0,1980.0,INABIOEC,Guarea kunthiana,21144.0,,,POINT (-76.7 -1.8167),[278.],0-500
193,INABIOEC47428.0,5000,Meliaceae,Guarea,kunthiana,,-1.5333,-76.85,1990-02-21,Vlastimil Zak; Vlastimil Zak & Severo Espinoza,,,1990.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,47428.0,,,POINT (-76.85 -1.5333),[310.],0-500
194,INABIOEC47462.0,5051,Meliaceae,Guarea,kunthiana,,-1.5333,-76.85,1990-02-21,Vlastimil Zak; Vlastimil Zak & Severo Espinoza,,,1990.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,47462.0,,,POINT (-76.85 -1.5333),[310.],0-500
195,INABIOEC47523.0,5121,Meliaceae,Guarea,kunthiana,,-1.5333,-76.85,1990-02-21,Vlastimil Zak; Vlastimil Zak & Severo Espinoza,,,1990.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,47523.0,,,POINT (-76.85 -1.5333),[310.],0-500
196,INABIOEC19028.0,4407,Meliaceae,Guarea,kunthiana,,-1.8167,-76.7,1989-07-02,Vlastimil Zak; Vlastimil Zak & Severo Espinoza,,,1989.0,1985.0,1980.0,INABIOEC,Guarea kunthiana,19028.0,,,POINT (-76.7 -1.8167),[278.],0-500
197,INABIOEC48550.0,4799,Meliaceae,Guarea,kunthiana,,-1.5333,-76.85,1990-02-21,Vlastimil Zak; Vlastimil Zak & Severo Espinoza,,,1990.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,48550.0,,,POINT (-76.85 -1.5333),[310.],0-500
198,INABIOEC47384.0,5184,Meliaceae,Guarea,kunthiana,,-1.5333,-76.85,1990-02-21,Vlastimil Zak; Vlastimil Zak & Severo Espinoza,,,1990.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,47384.0,,,POINT (-76.85 -1.5333),[310.],0-500
200,INABIOEC196738.0,1895,Meliaceae,Guarea,kunthiana,,-0.6167,-77.5833,2005-10-17,Juergen Homeier; Juergen Homeier & M.A. Chinchero,,,2005.0,2005.0,2000.0,INABIOEC,Guarea kunthiana,196738.0,,,POINT (-77.5833 -0.6167),[1722.],1501-2000
202,INABIOEC203023.0,1940,Meliaceae,Guarea,kunthiana,,-4.2183,-78.6653,2006-02-12,Wilson Quizhpe; Wilson Quizhpe & Fabienne Luisier,,,2006.0,2005.0,2000.0,INABIOEC,Guarea kunthiana,203023.0,,,POINT (-78.6653 -4.2183),[1134.],1001-1500
203,INABIOEC173887.0,247,Meliaceae,Guarea,kunthiana,,-4.3064,-78.6864,2002-08-25,"Wilson Quizhpe; Wilson Quizhpe, Carlos Chimbo, V. Granda & R. Chuinda",,,2002.0,2000.0,2000.0,INABIOEC,Guarea kunthiana,173887.0,,,POINT (-78.6864 -4.3064),[989.],501-1000
204,INABIOEC215466.0,6890,Meliaceae,Guarea,kunthiana,,-0.5422,-78.9675,2003-08-03,"Jorge Eduardo Ramos Peréz; Jorge E. Ramos, J. Contreras & L. Ramos",,,2003.0,2000.0,2000.0,INABIOEC,Guarea kunthiana,215466.0,,,POINT (-78.9675 -0.5422),[2602.],2500-3000
208,INABIOEC203568.0,427,Meliaceae,Guarea,kunthiana,,-3.0881,-78.0847,2006-04-30,Abel Wisum; Abel Wisum,,,2006.0,2005.0,2000.0,INABIOEC,Guarea kunthiana,203568.0,,,POINT (-78.0847 -3.0881),[695.],501-1000
213,INABIOEC73814.0,715,Meliaceae,Guarea,kunthiana,,-0.81666,-78.75,1993-12-08,"Milton Tirado; Milton Tirado, P. Asimbaya, Coroso, Manuel Ilario & Arroyo, V.",,,1993.0,1990.0,1990.0,INABIOEC,Guarea kunthiana,73814.0,,,POINT (-78.75 -0.81666),[3519.],> 3500
215,INABIOEC249473.0,1823.3.3,Meliaceae,Guarea,kunthiana,,-1.6099581,-76.8041558,2018-11-23,Juan Carlos Cerón; Alexandra Toapanta | Maria Fernanda Collaguazo | Elizabeth Tana | Abel Wisum | Camilo Kajekai,,,2018.0,2015.0,2010.0,INABIOEC,Guarea kunthiana,249473.0,,,POINT (-76.8041558 -1.6099581),[260.],0-500
216,INABIOEC251475.0,1896.1.84,Meliaceae,Guarea,kunthiana,,-1.6933278,-76.1486486,2018-11-23,Juan Carlos Cerón; Alexandra Toapanta | Maria Fernanda Collaguazo | Elizabeth Tana | Abel Wisum | Camilo Kajekai,,,2018.0,2015.0,2010.0,INABIOEC,Guarea kunthiana,251475.0,,,POINT (-76.1486486 -1.6933278),[217.],0-500
217,INABIOEC252515.0,2018.2.51,Meliaceae,Guarea,kunthiana,,-1.8583144,-76.4772108,2018-11-21,Juan Carlos Cerón; Alexandra Toapanta | Maria Fernanda Collaguazo | Elizabeth Tana | Abel Wisum | Camilo Kajekai,,,2018.0,2015.0,2010.0,INABIOEC,Guarea kunthiana,252515.0,,,POINT (-76.4772108 -1.8583144),[236.],0-500
218,INABIOEC249880.0,2375.2.46,Meliaceae,Guarea,kunthiana,,-2.3527803,-77.1289308,2018-10-02,Juan Carlos Cerón; Alexandra Toapanta | Maria Fernanda Collaguazo | Elizabeth Tana | Abel Wisum | Camilo Kajekai,,,2018.0,2015.0,2010.0,INABIOEC,Guarea kunthiana,249880.0,,,POINT (-77.1289308 -2.3527803),[314.],0-500
